cod_sys,nm_sys,Codigo,Descricao,Categoria,Categoria_Aux,Classe,Especialidade,Procedimento,Patologia
1,TASY,85825,LENTE AT LARA EDOF 829MP 1.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,84614,LENTE AT LARA EDOF 829MP 17.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77013,LENTE AT LARA EDOF 829MP 19.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77007,Lente At Lara Edof 829Mp 20.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77008,LENTE AT LARA EDOF 829MP 21.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77009,LENTE AT LARA EDOF 829MP 22.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77763,LENTE AT LISA TRI 839MP 14.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77084,LENTE AT LISA TRI 839MP 19.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77997,LENTE AT LISA TRI 839MP 20.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74559,LENTE AT LISA TRI 839MP 21.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74561,Lente At Lisa Tri 839Mp 22.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,84714,LENTE AT LISA TRI TÓRICA 939M 16.0 CYL 6.0/ EIXO 68,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,84713,LENTE AT LISA TRI TÓRICA 939M 9.5 CYL 7.5/ EIXO 155,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,84947,LENTE AT TORBI  709M  4.5 CYL 12.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,85018,LENTE AT TORBI  709M  6.00 CYL 11.50,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77670,Lente At Torbi 709M  -7.5 Cyl: 2.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,84942,LENTE AT TORBI 709M 18.5 CYL 10.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,85118,LENTE AT TORBI 709M 22.0 CYL 3.50,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,85114,LENTE AT TORBI 709M 22.0 CYL 8.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,83820,LENTE AT TORBI 709M 26.50 CYL 2.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,83656,LENTE AT TORBI 709M -3.5 CYL 3.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77671,LENTE AT TORBI 709M -8.5 CYL 2.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,84854,LENTE CLAREON CNA0T0 13.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,84250,LENTE CLAREON CNA0T0 13.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,85876,LENTE CLAREON CNA0T0 14.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77707,LENTE CLAREON CNA0T0 15.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77708,Lente Clareon Cna0T0 15.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77710,Lente Clareon Cna0T0 16.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77711,Lente Clareon Cna0T0 16.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77712,LENTE CLAREON CNA0T0 17.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77714,Lente Clareon Cna0T0 17.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77716,Lente Clareon Cna0T0 18.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77718,LENTE CLAREON CNA0T0 18.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77719,Lente Clareon Cna0T0 19.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77720,LENTE CLAREON CNA0T0 19.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77721,LENTE CLAREON CNA0T0 20.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77722,LENTE CLAREON CNA0T0 20.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77723,LENTE CLAREON CNA0T0 21.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77724,LENTE CLAREON CNA0T0 21.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77725,Lente Clareon Cna0T0 22.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77726,LENTE CLAREON CNA0T0 22.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77727,LENTE CLAREON CNA0T0 23.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77728,LENTE CLAREON CNA0T0 23.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77729,LENTE CLAREON CNA0T0 24.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77730,LENTE CLAREON CNA0T0 24.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77731,Lente Clareon Cna0T0 25.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,85909,LENTE CLAREON CNA0T0 9.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74616,LENTE CRYSTAL TYPE 7B 17.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74617,LENTE CRYSTAL TYPE 7B 17.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74618,LENTE CRYSTAL TYPE 7B 18.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74619,LENTE CRYSTAL TYPE 7B 18.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74620,LENTE CRYSTAL TYPE 7B 19.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74621,LENTE CRYSTAL TYPE 7B 19.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74622,LENTE CRYSTAL TYPE 7B 20.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74623,LENTE CRYSTAL TYPE 7B 20.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74624,Lente Crystal Type 7B 21.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74626,LENTE CRYSTAL TYPE 7B 22.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74628,LENTE CRYSTAL TYPE 7B 24.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74629,LENTE CRYSTAL TYPE 7B 25.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74632,LENTE CRYSTAL TYPE 7B 27.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74633,LENTE CRYSTAL TYPE 7B 27.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74634,LENTE CRYSTAL TYPE 7B 28.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74635,LENTE CRYSTAL TYPE 7B 28.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74636,LENTE CRYSTAL TYPE 7B 29.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,74638,LENTE CRYSTAL TYPE 7B 30.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,84783,Lente Ct Asphina 404 M 15.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77375,LENTE CT ASPHINA 404 M 16.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77234,LENTE CT ASPHINA 404 M 16.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77225,LENTE CT ASPHINA 404 M 17.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77236,LENTE CT ASPHINA 404 M 18.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77964,LENTE CT ASPHINA 404 M 22.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77237,LENTE CT ASPHINA 404 M 22.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77232,LENTE CT ASPHINA 404 M 24.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77233,LENTE CT ASPHINA 404 M 25.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77235,LENTE CT ASPHINA 404 M 25.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77222,LENTE CT ASPHINA 404 M 26.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77239,LENTE CT ASPHINA 404 M 27.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77238,LENTE CT ASPHINA 404 M 27.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77965,LENTE CT ASPHINA 509 M 20.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77217,LENTE CT ASPHINA 509 M 20.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77216,LENTE CT ASPHINA 509 M 22.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,77220,LENTE CT ASPHINA 509 M 22.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,86714,LENTE CT ASPHINA 509M 19.5,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,86699,LENTE CT ASPHINA 509M 2.0,Cirurgias,LIO,Catarata,Catarata,Facectomia c/LIO,Eletivos
1,TASY,86719,Lente CT Asphina 509M 22.0,LC,LC,LC,LC,LC,Eletivos
1,TASY,86726,LENTE CT ASPHINA 509M 25.0,LC,LC,LC,LC,LC,Eletivos
1,TASY,86701,LENTE CT ASPHINA 509M 4.0,LC,LC,LC,LC,LC,Eletivos
1,TASY,208627,LENTE DE CONTADO HIDROBLUE ESFÉRICA -2.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,86278,LENTE DE CONTATO  DAILIES ESFÉRICA -2.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,86374,LENTE DE CONTATO 1 DAY ACUVUE MOIST ASTIG 8.50 -2.00 -1.25 X 180,LC,LC,LC,LC,LC,Eletivos
1,TASY,86386,LENTE DE CONTATO 1 DAY ACUVUE MOIST MULTIFOCAL 8.40 +1.00 +1.75 MED,LC,LC,LC,LC,LC,Eletivos
1,TASY,87316,Lente de contato 1 Day Clariti +2.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,87317,Lente de contato 1 Day Clariti +3.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85831,LENTE DE CONTATO 1 DAY MOIST +2.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85832,LENTE DE CONTATO 1 DAY MOIST +2.50 HI,LC,LC,LC,LC,LC,Eletivos
1,TASY,203006,Lente de contato 1 Day Moist esférica -2.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,217847,Lente de contato 1 Day Moist Multifocal +0.50 HI,LC,LC,LC,LC,LC,Eletivos
1,TASY,87383,LENTE DE CONTATO 1 DAY MOIST MULTIFOCAL -3.00 HI,LC,LC,LC,LC,LC,Eletivos
1,TASY,87382,LENTE DE CONTATO 1 DAY MOIST MULTIFOCAL -4.50 HI,LC,LC,LC,LC,LC,Eletivos
1,TASY,87387,LENTE DE CONTATO 1 DAY MOIST TÓRICA +1.50 -1.75 X 160,LC,LC,LC,LC,LC,Eletivos
1,TASY,86577,LENTE DE CONTATO 1 DAY MOIST TÓRICA -0.50 -0.75 X 10,LC,LC,LC,LC,LC,Eletivos
1,TASY,87395,Lente de contato 1 Day Moist Tórica -1.00 -0.75 x 160,LC,LC,LC,LC,LC,Eletivos
1,TASY,87396,Lente de contato 1 Day Moist Tórica -1.00 -0.75 x 40,LC,LC,LC,LC,LC,Eletivos
1,TASY,86576,LENTE DE CONTATO 1 DAY MOIST TÓRICA -1.50 -0.75 X 170,LC,LC,LC,LC,LC,Eletivos
1,TASY,87297,Lente de contato 1 Day Moist Tórica -1.50 -1.75 x 180,LC,LC,LC,LC,LC,Eletivos
1,TASY,87388,LENTE DE CONTATO 1 DAY MOIST TÓRICA -1.50 -2.25 X 10,LC,LC,LC,LC,LC,Eletivos
1,TASY,87300,Lente de contato 1 Day Moist Tórica -3.00 -1.25 x 180,LC,LC,LC,LC,LC,Eletivos
1,TASY,87410,LENTE DE CONTATO 1 DAY MOIST TÓRICA -4.50 -0.75 X 140,LC,LC,LC,LC,LC,Eletivos
1,TASY,87418,Lente de contato 1 Day Moist Tórica -5.00 -2.25 x 180,LC,LC,LC,LC,LC,Eletivos
1,TASY,216545,Lente de contato 1 Day Moist Tórica -6.00 -1.25 x 180,LC,LC,LC,LC,LC,Eletivos
1,TASY,86644,LENTE DE CONTATO 1 DAY OASYS +1.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,86521,LENTE DE CONTATO 1 DAY OASYS +2.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,212116,LENTE DE CONTATO 1 DAY OASYS +4.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,212122,LENTE DE CONTATO 1 DAY OASYS +6.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,212084,Lente de contato 1 Day Oasys -0.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,212066,Lente de contato 1 Day Oasys -0.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,212067,Lente de contato 1 Day Oasys -1.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,212068,Lente de contato 1 Day Oasys -1.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,212069,LENTE DE CONTATO 1 DAY OASYS -1.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,85726,LENTE DE CONTATO 1 DAY TORIC -1.00 -1.75 X 60,LC,LC,LC,LC,LC,Eletivos
1,TASY,85743,LENTE DE CONTATO 1 DAY TORIC -1.50 -0.75 X 100,LC,LC,LC,LC,LC,Eletivos
1,TASY,203018,LENTE DE CONTATO 1DAY MOIST ESFÉRICA -4.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,85401,LENTE DE CONTATO ACUVUE OASYS  -0.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,85145,Lente de Contato Acuvue Oasys  -1.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85146,LENTE DE CONTATO ACUVUE OASYS  -1.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,85150,LENTE DE CONTATO ACUVUE OASYS  -2.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,85158,LENTE DE CONTATO ACUVUE OASYS  -3.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,85159,LENTE DE CONTATO ACUVUE OASYS  -3.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,85403,LENTE DE CONTATO ACUVUE OASYS  -4.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,85144,LENTE DE CONTATO ACUVUE OASYS -0.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,85147,LENTE DE CONTATO ACUVUE OASYS -1.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,85148,LENTE DE CONTATO ACUVUE OASYS -1.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,85155,LENTE DE CONTATO ACUVUE OASYS -2.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,85156,LENTE DE CONTATO ACUVUE OASYS -3.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85185,Lente de Contato Acuvue Oasys -6.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85194,LENTE DE CONTATO ACUVUE OASYS -8.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,86433,LENTE DE CONTATO ACUVUE OASYS ASTIG 8.60 -0.75 -1.25 X 180,LC,LC,LC,LC,LC,Eletivos
1,TASY,86270,Lente de Contato Air Optix Astgmatismo -1.25 -0.75x180,LC,LC,LC,LC,LC,Eletivos
1,TASY,85572,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE +4.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,85571,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE +4.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,85208,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE -1.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,85210,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE -1.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,85211,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE -1.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,85213,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE -2.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,85214,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE -2.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,85920,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE -2.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,85225,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE -4.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,85228,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE -5.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85232,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE -5.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,85238,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE -6.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,85240,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE -7.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,86348,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE -8.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85218,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE-3.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85221,LENTE DE CONTATO AIR OPTIX HYDRAGLYDE-3.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,86265,LENTE DE CONTATO AIR OPTIX MTF -2.75 HI,LC,LC,LC,LC,LC,Eletivos
1,TASY,85856,LENTE DE CONTATO AIR OPTIX MULTIFOCAL  +0.25 HIGH,LC,LC,LC,LC,LC,Eletivos
1,TASY,85926,Lente de Contato Air Optix Multifocal  +1.75 Med,LC,LC,LC,LC,LC,Eletivos
1,TASY,85857,LENTE DE CONTATO AIR OPTIX MULTIFOCAL  +2.00 HIGH,LC,LC,LC,LC,LC,Eletivos
1,TASY,85244,LENTE DE CONTATO AIR OPTIX MULTIFOCAL +1.25 MED,LC,LC,LC,LC,LC,Eletivos
1,TASY,85247,LENTE DE CONTATO AIR OPTIX MULTIFOCAL +1.50 HI,LC,LC,LC,LC,LC,Eletivos
1,TASY,86345,LENTE DE CONTATO AIR OPTIX MULTIFOCAL +3.00 MED,LC,LC,LC,LC,LC,Eletivos
1,TASY,86346,LENTE DE CONTATO AIR OPTIX MULTIFOCAL +3.75 MED,LC,LC,LC,LC,LC,Eletivos
1,TASY,4647,LENTE DE CONTATO AIR OPTIX TORICA,LC,LC,LC,LC,LC,Eletivos
1,TASY,199377,LENTE DE CONTATO AQUA -0.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,199281,LENTE DE CONTATO AQUA -1.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,86651,LENTE DE CONTATO AVAIRA -2.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,87389,LENTE DE CONTATO AVAIRA -3.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85764,LENTE DE CONTATO AVAIRA -4.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,87198,Lente de contato Best Fit -8.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,87199,Lente de contato Best Fit -9.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,87110,Lente de contato Best Fit Dk90 -1.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,86928,LENTE DE CONTATO BEST FIT DK90 -2.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,86828,LENTE DE CONTATO BEST FIT DK90 -2.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,86952,LENTE DE CONTATO BEST FIT DK90 -2.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,86558,LENTE DE CONTATO BEST FIT DK90 -3.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,87069,LENTE DE CONTATO BEST FIT DK90 -3.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,86953,LENTE DE CONTATO BEST FIT DK90 -3.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,87301,Lente de contato Best Fit em Boston XO -7.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,87302,Lente de contato Best Fit em Boston XO -8.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,86384,LENTE DE CONTATO BEST FIT K MAX -3.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,86929,LENTE DE CONTATO BEST FIT K MAX -4.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,86781,LENTE DE CONTATO BEST FIT K XO -7.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,86808,LENTE DE CONTATO BEST FIT TÓRICA ANTERIOR XO -1.00 -1.75 X 155,LC,LC,LC,LC,LC,Eletivos
1,TASY,86807,LENTE DE CONTATO BEST FIT TÓRICA ANTERIOR XO -5.00 -2.50 X 34,LC,LC,LC,LC,LC,Eletivos
1,TASY,86676,LENTE DE CONTATO BEST FIT XO +8.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,85627,LENTE DE CONTATO BEST FIT XO 42.00 +1.25 9.8,LC,LC,LC,LC,LC,Eletivos
1,TASY,85936,LENTE DE CONTATO BEST FIT XO 42.50 -8.75 X 10,LC,LC,LC,LC,LC,Eletivos
1,TASY,85974,LENTE DE CONTATO BEST FIT XO 43 -9.50 X 10,LC,LC,LC,LC,LC,Eletivos
1,TASY,85722,LENTE DE CONTATO BEST FIT XO 48.00 -10.75 9.4,LC,LC,LC,LC,LC,Eletivos
1,TASY,85721,LENTE DE CONTATO BEST FIT XO 49.00 -11.50 9.4,LC,LC,LC,LC,LC,Eletivos
1,TASY,85390,LENTE DE CONTATO BIOFINITY +1.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,85389,LENTE DE CONTATO BIOFINITY +2.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85735,LENTE DE CONTATO BIOFINITY -12.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85300,LENTE DE CONTATO BIOFINITY ENERGYS + 0.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,85301,LENTE DE CONTATO BIOFINITY ENERGYS + 1.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85303,LENTE DE CONTATO BIOFINITY ENERGYS + 1.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,85306,LENTE DE CONTATO BIOFINITY ENERGYS + 2.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,85307,LENTE DE CONTATO BIOFINITY ENERGYS + 2.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,85290,LENTE DE CONTATO BIOFINITY ENERGYS + 4.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85310,LENTE DE CONTATO BIOFINITY ENERGYS +3.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,85311,LENTE DE CONTATO BIOFINITY ENERGYS +3.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,85313,LENTE DE CONTATO BIOFINITY ENERGYS +4.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85280,LENTE DE CONTATO BIOFINITY ENERGYS -0.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,85284,LENTE DE CONTATO BIOFINITY ENERGYS -1.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,85286,LENTE DE CONTATO BIOFINITY ENERGYS -2.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,85347,LENTE DE CONTATO BIOFINITY ENERGYS -2.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,85348,LENTE DE CONTATO BIOFINITY ENERGYS -2.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,85287,LENTE DE CONTATO BIOFINITY ENERGYS -3.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85288,LENTE DE CONTATO BIOFINITY ENERGYS -3.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,85294,LENTE DE CONTATO BIOFINITY ENERGYS -5.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85298,LENTE DE CONTATO BIOFINITY ENERGYS -6.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,199187,LENTE DE CONTATO BIOFINITY ESFÉRICA  -1.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,199214,Lente de contato Biofinity esférica +0.50,LC,LC,LC,LC,LC,Eletivos
1,TASY,85846,LENTE DE CONTATO BIOFINITY ESFÉRICA +0.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,86157,LENTE DE CONTATO BIOFINITY ESFÉRICA +1.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85845,LENTE DE CONTATO BIOFINITY ESFÉRICA +2.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,199224,LENTE DE CONTATO BIOFINITY ESFÉRICA +3.00,LC,LC,LC,LC,LC,Eletivos
1,TASY,85770,LENTE DE CONTATO BIOFINITY ESFÉRICA +3.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,199227,Lente de contato Biofinity esférica +3.75,LC,LC,LC,LC,LC,Eletivos
1,TASY,85769,LENTE DE CONTATO BIOFINITY ESFÉRICA +4.25,LC,LC,LC,LC,LC,Eletivos
1,TASY,86951,LENTE DE CONTATO BIOFINITY ESFÉRICA -0.25,LC,LC,LC,LC,LC,Eletivos
